drug_id,dci,position
867,Paracetamol,1
867,codeine,2
868,Paracétamol,1
868,Caféine,2
869,Cefixime,1
870,Cefixime,1
871,Céfixime,1
872,Cefixime,1
873,Céfotaxime,1
874,Céfotaxime,1
875,Ceftriaxone,1
876,Ceftriaxone,1
877,Céfuroxime,1
878,Céfuroxime,1
879,Célécoxib,1
880,Célécoxib,1
881,Célécoxib,1
882,Carvedilol,1
883,Carvédilol,1
884,Célécoxib,1
885,Célécoxib,1
886,Célécoxib,1
887,Bethamethasone,1
888,Bethamethasone,1
889,Acide mycophénolique - Mycophénolate mofétil,1
890,Mofétil mycophénolate,1
891,Imatinib,1
892,Imatinib,1
893,Cisplatine,1
894,Cisplatine,1
895,Desogestrel,1
896,Imiiglucérase,1
897,Céfuroxime,1
897,Axétil,2
898,Céfuroxime,1
898,Axétil,2
899,Daunorubicine,1
900,Clopidogrel,1
901,Paracetamol,1
902,Paracetamol,1
903,Paracétamol,1
904,Paracétamol,1
905,Paracétamol,1
906,Cefotaxime,1
907,Cétirizine,1
908,Cétirizine,1
909,Cétirizine,1
910,Tramadol,1
910,Paracetamol,2
911,Ciprofloxacine,1
911,Fluocinolone acétonide,2
912,Cétrorélix,1
913,Cetirizine,1
914,Cétirizine,1
915,Cetrizine,1
916,Ondansetron,1
917,Ondansétron,1
918,Dexamethasone,1
918,Néomycine,2
919,Norfloxacine,1
920,Tetracycline,1
921,Chlortétracycline,1
922,Chlorure de potassium,1
923,Chlorure de potassium,1
924,"CHLORURE DE SODIUM 0,9%",1
925,"CHLORURE DE SODIUM 0,9%",1
926,"CHLORURE DE SODIUM 0,9%",1
927,Chlorure de sodium,1
928,"CHLORURE DE SODIUM 0,9%",1
929,"CHLORURE DE SODIUM 0,9%",1
930,Chlorure de sodium,1
931,Chlorure de sodium,1
932,Chlorure de Sodium,1
933,Chlorure de sodium,1
934,Chlorure de sodium,1
935,Chlorure de sodium,1
936,Chlorure de sodium,1
937,Chlorure de sodium,1
938,Chlorure de Sodium,1
939,Chlorure de Sodium,1
940,Chlorure de sodium,1
941,Chlorure de sodium,1
942,Chlorure de sodium,1
943,Chlorure de sodium,1
944,Chlorure de Sodium,1
945,Chlorure de sodium,1
946,Chlorure de sodium,1
947,Chlorure de sodium,1
948,Chlorure de sodium,1
949,Chlorure de sodium,1
950,Chlorure de sodium,1
951,Chlorure de sodium,1
952,Simvastatine,1
953,Simvastatine,1
954,Simvastatine,1
955,Chondroïtine,1
956,Tadalafil,1
957,Tadalafil,1
958,Tadalafil,1
959,Tadalafil,1
960,Tadalafil,1
961,FOS-Bifidobactériurm lactis,1
962,"Digesté en vaseline de Calendula officinalis sommités fleuries, Hypericum perforatum sommités fleuries, Achillea millefollium sommités fleuries",1
962,"Ledum palustre, teinture mère",2
963,Extrait titré de Centella asiatica,1
964,Parachlorométacresol Gaïazuléne,1
964,Alphatocophérol Acétate,2
964,Allantoïne,3
965,Aciclovir,1
966,Aciclovir,1
967,Aciclovir,1
968,Aciclovir,1
969,Aciclovir,1
970,Aciclovir,1
971,Aciclovir,1
972,Ciprofloxacine,1
973,Ciprofloxacine,1
974,Ciprofloxacine,1
975,Ciprofloxacine,1
976,Escitalopram,1
977,Escitalopram,1
978,Ciprofloxacine,1
979,Ciprofloxacine,1
980,Certolizumab pegol,1
981,Ciprofloxacine,1
982,Ciprofloxacine,1
983,Dompéridone,1
984,Dompéridone,1
985,Dompéridone,1
986,Ciprofloxacine,1
987,Ciprofloxacine,1
988,Ciprofloxacine,1
989,Ciprofloxacine,1
990,Ciprofloxacine,1
991,Ciprofloxacine,1
992,Ciprofloxacine,1
994,Cisplatine,1
995,Cisplatine,1
996,Simvastatine,1
997,Simvastatine,1
998,Simvastatine,1
999,Clarithromycine,1
1000,Clarithromycine,1
1001,Clarithromycine,1
1002,Immunoglobuline humaine normale,1
1003,Amoxicilline,1
1004,Amoxicilline,1
1005,Amoxicilline,1
1006,Amoxicilline,1
1007,Amoxicilline,1
1009,Paracétamol,1
1010,Clobétasol,1
1011,Clarithromycine,1
1012,Clarithromycine,1
1013,Acide gadotérique,1
1014,Acide gadotérique,1
1015,Acide gadotérique,1
1016,Loratadine,1
1017,Loratadine,1
1018,Loratadine,1
1019,Loratadine,1
1020,Loratadine,1
1021,Amoxicilline,1
1021,Acide clavulanique,2
1022,Amoxicilline,1
1022,Acide clavulanique,2
1023,Amoxicilline,1
1023,Acide clavulanique,2
1024,Amoxicilline,1
1024,Acide clavulanique,2
1025,Amoxicilline,1
1025,Acide clavulanique,2
1026,Clarithromycine,1
1027,Clarithromycine,1
1028,Clarithromycine,1
1029,Clarithromycine,1
1030,Béclométasone,1
1031,Béclométasone,1
1032,Estradiol,1
1032,Dydrogesterone,2
1033,Estradiol,1
1033,Dydrogesterone,2
1034,Estradiol,1
1034,Dydrogesterone,2
1035,CLOBETASOL,1
1036,Diclofenac,1
1037,Diclofenac,1
1038,Diclofenac,1
1039,Diclofenac,1
1040,Diclofenac,1
1041,Diclofenac,1
1042,Clomifene,1
1043,Clotrimazole,1
1044,Clotrimazole,1
1045,Clopidogrel,1
1046,Clopidogrel,1
1047,Clopidogrel,1
1048,Clopidogrel,1
1049,Métoclopramide,1
1050,Métoclopramide,1
1051,Métoclopramide,1
1052,Métoclopramide,1
1053,Céfaclor,1
1054,Céfaclor,1
1055,Céfaclor,1
1056,Chlormadinone,1
1056,Ethinylestradiol,2
1057,Losartan,1
1057,Hydrochlorothiazide,2
1058,Losartan,1
1058,Hydrochlorothiazide,2
1059,Irbésartan,1
1059,Hydrochlorothiazide,2
1060,Irbésartan,1
1060,Hydrochlorothiazide,2
1061,Irbésartan,1
1061,Hydrochlorothiazide,2
1062,Amoxicilline,1
1062,Acide clavulanique,2
1063,Amoxicilline,1
1063,Acide clavulanique,2
1064,Amoxicilline,1
1064,Acide clavulanique,2
1065,Amoxicilline,1
1065,Acide clavulanique,2
1066,Amoxicilline,1
1066,Acide clavulanique,2
1067,Amoxicilline,1
1067,Acide clavulanique,2
1068,Amoxicilline,1
1068,Acide clavulanique,2
1069,Amoxicilline,1
1069,Acide clavulanique,2
1070,Losartan,1
1070,Hydrochlortiazide,2
1071,Losartan,1
1071,Hydrochlorthiazide,2
1072,Irbesartan,1
1072,Hydrochlorothiazide,2
1073,Irbesartan,1
1073,Hydrochlorothiazide,2
1074,Irbesartan,1
1074,Hydrochlorothiazide,2
1075,Irbesartan,1
1075,Hydrochlorothiazide,2
1076,Irbesartan,1
1076,Hydrochlorothiazide,2
1077,Irbesartan,1
1077,Hydrochlorothiazide,2
1078,Irbesartan,1
1078,Hydrchlorothiazide,2
1079,Irbesartan,1
1079,Hydrchlorothiazide,2
1080,Irbesartan,1
1080,Hydrchlorothiazide,2
1081,Irbesartan,1
1081,Hydrchlorothiazide,2
1082,Irbesartan,1
1082,Hydrchlorothiazide,2
1083,Irbesartan,1
1083,Hydrchlorothiazide,2
1084,Losartan,1
1084,hydrochlorothiazide,2
1085,LOSARTAN,1
1085,HYDROCHLOROTHIAZIDE,2
1086,Losartan,1
1086,hydrochlorothiazide,2
1087,Irbesartan,1
1087,Hydrochlorothiazide,2
1088,Irbesartan,1
1088,Hydrochlorothiazide,2
1089,Irbesartan,1
1089,Hydrochlorothiazide,2
1090,Enalapril,1
1090,Hydrochlorothiazide,2
1091,Irbesartan,1
1091,Hydrochlorothiazide,2
1092,Irbesartan,1
1092,Hydrochlorothiazide,2
1093,Irbesartan,1
1093,hydrochlorotiazide,2
1094,Irbesartan,1
1094,hydrochlorotiazide,2
1095,Irbesartan,1
1095,hydrochlorotiazide,2
1096,Irbesartan,1
1096,hydrochlorotiazide,2
1097,Irbesartan,1
1097,hydrochlorotiazide,2
1098,Irbesartan,1
1098,hydrochlorotiazide,2
1099,Losartan,1
1099,Hydrochlorothiazide,2
1100,Losartan,1
1100,Hydrochlorothiazide,2
1101,Losartan,1
1101,Hydrochlorothiazide,2
1102,Losartan,1
1102,Hydrochlorothiazide,2
1103,Losartan,1
1103,Hydrochlorothiazide,2
1104,Losartan,1
1104,Hydrochlorothiazide,2
1105,Triméthoprime,1
1105,Sulfaméthoxazole,2
1106,Triméthoprime,1
1106,Sulfaméthoxazole,2
1107,Triméthoprime,1
1107,Sulfaméthoxazole,2
1108,Valsartan,1
1108,Hydrochlorothiazide,2
1109,Valsartan,1
1109,Hydrochlorothiazide,2
1110,Valsartan,1
1110,Hydrochlorothiazide,2
1111,Valsartan,1
1111,Hydrochlorothiazide,2
1112,Valsartan,1
1112,Hydrochlorothiazide,2
1113,Valsartan,1
1113,Hydrochlorothiazide,2
1114,Irbesartan,1
1114,Hydrchlorothiazide,2
1115,Irbesartan,1
1115,Hydrchlorothiazide,2
1116,Irbesartan,1
1116,Hydrchlorothiazide,2
1117,Irbesartan,1
1117,Hydrchlorothiazide,2
1118,Valsartan,1
1118,Hydrochlorothiazide,2
1119,Valsartan,1
1119,Hydrochlorothiazide,2
1120,Valsartan,1
1120,Hydrochlorothiazide,2
1121,Irbesartan,1
1121,Hydrchlorothiazide,2
1122,Irbesartan,1
1122,Hydrchlorothiazide,2
1123,Irbesartan,1
1123,Hydrchlorothiazide,2
1124,Irbersatan,1
1124,Hydrochlorothiazide,2
1125,Irbersatan,1
1125,Hydrochlorothiazide,2
1126,Irbersatan,1
1126,Hydrochlorothiazide,2
1127,Acide fusidique,1
1128,Acide fucidique,1
1129,Acide fucidique,1
1130,Acide fucidique,1
1131,PARACETAMOL,1
1131,CODEINE,2
1132,Paracétamol,1
1132,Cafeine,2
1132,Codeïne,3
1133,Paracétamol,1
1133,Caféine,2
1133,Codeïne,3
1134,Paracétamol,1
1134,Codéine,2
1135,Dorzolamide,1
1135,Timolol,2
1136,Périndopril,1
1137,Périndopril,1
1138,Colchicine,1
1139,Formulation à base de plantes,1
1140,Colistiméthate sodique,1
1141,Phloroglucinol,1
1142,Methylthionimium hydroxyde,1
1142,Naphazoline nitrate,2
1143,Promestriène,1
1144,Promestriène,1
1145,Médrogestone,1
1146,Thiocolchicoside,1
1147,Thiocolchicoside,1
1148,Thiocolchicoside,1
1149,Thiocolchicoside,1
1150,Brimonidine,1
1150,Timolol,2
1151,Dutastéride,1
1151,Tamsulosine,2
1152,Fer,1
1152,Vitamine B1,2
1152,Vitamine B6,3
1152,Vitamine B9,4
1152,Vitamine B12,5
1152,Vitamine D,6
1152,Magnesium,7
1153,Furoate de mométasone,1
1154,Bisoprolol,1
1154,amlodipine,2
1155,Bisoprolol,1
1155,amlodipine,2
1156,Bisacodyl,1
1157,Tamsulosine,1
1158,Tamsulosine,1
1159,Tamsulosine,1
1160,Captopril,1
1161,Captopril,1
1162,Paracetamol,1
1162,Codéïne,2
1163,Clopidogrel,1
1163,Acide acétylsalicylique,2
1164,Paracétamol,1
1164,Grindelia,2
1164,Gelsemium,3
1164,Niaouli,4
1165,Paracétamol,1
1165,Grindelia,2
1165,Gelsemium,3
1165,Niaouli,4
1166,Paracétamol,1
1166,Grindelia,2
1166,Gelsemium,3
1166,Niaouli,4
1167,Ivabradine,1
1168,Ivabradine,1
1169,Ivabradine,1
1170,Ivabradine,1
1171,Amiodarone,1
1172,Amiodarone,1
1173,Magnésium marin,1
1173,vitamine B6,2
1174,Dexpanthenol,1
1175,TICAGRELOR,1
1176,TICAGRELOR,1
1177,TICAGRELOR,1
1178,TICAGRELOR,1
1179,Carvédilol,1
1180,Carvédilol,1
1181,Ramipril,1
1182,Ramipril,1
1183,Ramipril,1
1184,Ramipril,1
1185,Inosine,1
1186,Prednisone,1
1187,Prednisone,1
1188,Prednisone,1
1189,Molsidomine,1
1190,Allium cepa,1
1190,Belladona,2
1190,Gelsemium,3
1190,Kalium bichromicum,4
1190,Sabadilla,5
1191,Lacosamide,1
1192,Lacosamide,1
1193,Lacosamide,1
1194,Lacosamide,1
1195,Lacosamide,1
1196,Lacosamide,1
1197,Lacosamide,1
1198,Lacosamide,1
1199,Lacosamide,1
1200,Lacosamide,1
1201,Lacosamide,1
1202,Lacosamide,1
1203,Sécukinumab,1
1204,Dorzolamide,1
1204,Timolol,2
1205,Atorvastatine,1
1206,Atorvastatine,1
1207,Atorvastatine,1
1208,Valsartan,1
1208,Hydrochlorothiazide,2
1209,Valsartan,1
1209,Hydrochlorothiazide,2
1210,Valsartan,1
1210,Hydrochlorothiazide,2
1211,Valsartan,1
1211,Hydrochlorothiazide,2
1212,Bisoprolol,1
1212,Périndopril,2
1213,Bisoprolol,1
1213,Périndopril,2
1214,Bisoprolol,1
1214,Périndopril,2
1215,Bisoprolol,1
1215,Périndopril,2
1216,Valsartan,1
1216,Hydrochlorothiazide,2
1217,Valsartan,1
1217,Hydrochlorothiazide,2
1218,Valsartan,1
1218,Hydrochlorothiazide,2
1219,Prednisolone,1
1220,Périndopril,1
1220,Amlodipine,2
1221,Périndopril,1
1221,Amlodipine,2
1222,Perindopril,1
1222,Amlodipine,2
1223,Perindopril,1
1223,Amlodipine,2
1224,Périndopril,1
1225,Périndopril arginine,1
1226,Pancréatine,1
1227,Pancréatine,1
1228,Isavuconazonium,1
1229,Isavuconazonium,1
1230,Rosuvastatine,1
1231,Rosuvastatine,1
1232,Rosuvastatine,1
1233,Glycerol,1
1234,Carbamazépine,1
1235,Carbamazépine,1
1236,Carbamazépine,1
1237,Carbamazépine,1
1238,Diltiazem,1
1239,Diltiazem,1
1240,Hualuronate de sodium réticulé,1
1242,Isotrétinoïne,1
1243,Isotrétinoïne,1
1244,Isotrétinoïne,1
1245,Isotrétinoïne,1
1246,Curcuma,1
1246,Vitamine C,2
1246,Molybdene,3
1247,Curcuma,1
1247,Vitamine C,2
1247,Molybdene,3
1248,Curcuma et 10 actifs naturels,1
1249,Extrait de curcuma,1
1249,Extrait de poivre noir,2
1249,Poudre d'exsudat de bambou,3
1249,Oxyde de magnesium marin,4
1249,stéarate de magnésium végétal,5
1249,céllule végétale,6
1250,Extrait de curcumma longa,1
1250,Extrait de zingiber officinale,2
1251,Extrait de curcumma longa,1
1251,Extrait de zingiber officinale,2
1252,Hydroxycarbamide,1
1253,Fraction phospholipidique de poumon,1
1254,Cétirizine,1
1255,Cétirizine,1
1256,Cétirizine,1
1257,Peroxyde de benzoyle,1
1258,Peroxyde de benzoyle,1
1259,Peroxyde de benzoyle,1
1260,Extrait de ruscus aculeatus,1
1260,Hespéridine méthylchalcone,2
1260,Acide Ascorbique,3
1261,Acide gadotérique,1
1262,Acide gadotérique,1
1263,Cyclophosphamide,1
1264,Cyclophosphamide,1
1265,Duloxétine,1
1266,Ganciclovir,1
1267,Ramucirumab,1
1268,Extrait de canneberge,1
1268,Mauve,2
1268,Thym,3
1268,Myrtille,4
1268,Extrait de bruyère,5
1268,Guimauve,6
1269,Chlorhexidine,1
1269,Chlorocrésol,2
1269,Hexamidine diisethionate,3
1270,Chlorhexidine,1
1270,Chlorocrésol,2
1270,Hexamidine diisethionate,3
1271,Bortézomib,1
1272,Extrait de valériane,1
1272,Extrait de passiflore,2
1272,Extrait d'Escholzia,3
1273,Daunorubicine,1
1274,Vitamine D3 (Cholécalciférol / 100 000 UI ),1
1275,Cholécalciférol (vitamine D3),1
1276,Vitamine D3 (Cholécalciférol),1
1277,Vitamine D3 (Cholécalciférol ),1
1277,Calcium,2
1278,Vitamine D3,1
1279,Doxorubicine,1
1280,Doxorubicine,1
1281,Vitamines B,1
1281,Taurine,2
1281,Arginine,3
1281,Magnésium,4
1282,Huile de soja,1
1282,vitamine E,2
1282,Vitamine D3,3
1283,Vitamine D3,1
1284,Flavonoïques extraits de rutacées,1
1285,Flavonoïques extraits de rutacées,1
1286,Fraction flavonoïque purifiée micronisée,1
1287,Dapagliflozine,1
1288,Dapagliflozine,1
1289,Lévonorgestrel,1
1289,Ethinylestradiol,2
1290,Calcipotriol,1
1290,bétaméthasone,2
1291,Calcipotriol,1
1291,Bétaméthazone,2
1292,Daclatasvir,1
1293,Dantrolène,1
1294,Daratumumab,1
1295,Daratumumab,1
1296,Daratumumab,1
1297,Serrapeptase,1
1300,Cinacalcet,1
1301,Cinacalcet,1
1302,Triptoréline,1
1303,Triptoréline,1
1304,Triptoreline,1
1305,Triptoréline,1
1306,Rosuvastatine,1
1307,Rosuvastatine,1
1308,Rosuvastatine,1
1309,Déflazacort,1
1310,Deflazacort,1
1311,Deferasirox,1
1312,Déférasirox,1
1313,Déférasirox,1
1314,Dioxyde de titane,1
1314,Oxyde de zinc,2
1315,Déflazacort,1
1316,Déflazacorte,1
1317,Déflazacort,1
1318,Déflazacort,1
1321,Phosphate de potassium,1
1321,carbonate de magnésium,2
1321,pyrophosphate de fer sulfate de zinc,3
1321,sélénite de sodium,4
1321,sulfate de cuivre,5
1321,chlorure de chrome,6
1321,émulsifiant E471Vitamine C,7
1321,vitamine A,8
1321,vitamine E,9
1321,vitamine B5,10
1321,vitamine PP,11
1321,vitamine D3,12
1321,vitamine B2,13
1321,vitamine K1,14
1321,vitamine B6,15
1321,vitamine B1,16
1321,vitamine B12,17
1321,vitamine B9,18
1321,vitamine H (B8),19
1322,Valproate,1
1323,Valproate,1
1324,Valproate,1
1325,valproate de sodium (333 mg),1
1325,acide valproïque (145 mg),2
1326,Valproate,1
1327,Sertraline,1
1328,Fluoxétine,1
1329,Fluoxétine,1
1333,Sertaconazole,1
1334,Sertaconazole,1
1335,Sertaconazole,1
1336,Clobétasol,1
1337,Clobétasol,1
1338,Paroxétine,1
1339,Déféroxamine mésilate,1
1340,Désogestrel,1
1341,Hexamidine di-isethionate,1
1342,Desloratadine,1
1343,Desloratadine,1
1344,Bisoprolol,1
1345,Toltérodine,1
1346,Dexamethasone,1
1346,Gentamicine,2
1347,Dexaméthasone,1
1348,Desogestrel,1
1349,Glycérol 15 %,1
1349,Paraffine liquide 2 %,2
1349,Vaseline 8 %,3
1350,Dexlansoprazole,1
1351,Dexlanzoprazole,1
1352,Dexlanzoprazole,1
1353,Dexlansoprazole,1
1354,Indométacine,1
1355,Indométacine,1
1356,Indométacine,1
1357,Indométacine,1
1358,Indométacine,1
1359,Indométacine,1
1360,Indométacine,1
1361,Gliclazide,1
1362,Metformine,1
1363,Metformine,1
1364,Chlorure de calcium,1
1364,Chlorure de sodium,2
1364,Chlorure de magnésium,3
1364,Chlorure de potassium,4
1364,Solution d'Acide acétique,5
1365,Chlorure de calcium,1
1365,Chlorure de sodium,2
1365,Chlorure de magnésium,3
1365,Chlorure de potassium,4
1365,Solution d'Acide acétique,5
1366,Chlorure de calcium,1
1366,Chlorure de sodium,2
1366,Chlorure de magnésium,3
1366,Chlorure de potassium,4
1366,Solution d'Acide acétique,5
1367,Bicarbonate de sodium,1
1367,Chlorure de sodium,2
1367,Chlorure de magnésium,3
1368,Bicarbonate de sodium,1
1368,Chlorure de sodium,2
1368,Chlorure de magnésium,3
1369,Gliclazide,1
1370,Gliclazide,1
1371,Gliclazid,1
1372,Gliclazid,1
1373,Acétazolamide,1
1374,Ethinylestradiol,1
1374,Cyprotérone,2
1375,Diazépam,1
1376,Glimepiride,1
1376,Metformine,2
1377,Chlorure de sodium,1
1377,Chlorure de potassium,2
1377,Citrate ee sodium Trisodique,3
1377,Glucose anhydre,4
1378,Cortivazol,1
1379,Carvedilol,1
1380,Carvedilol,1
1381,Pinaverium,1
1382,Diclofenac,1
1383,Diclofenac,1
1384,Diclofenac,1
1385,Diclofenac,1
1386,Diclofenac,1
1387,Diclofenac,1
1388,Diclofenac,1
1389,Diclofenac,1
1390,Diclofenac,1
1391,Etamsylate,1
1392,Etamsylate,1
1393,Etamsylate,1
1394,Etidronate,1
1395,Ethinyl estradiol,1
1395,Dienogest,2
1396,Formulation à base de plantes,1
1397,Diclofénac,1
1398,Diclofénac,1
1399,Diclofenac,1
1400,Diclofenac,1
1401,Diclofenac,1
1402,Diclofenac,1
1403,Adapalene,1
1404,Adapalene,1
1405,Fluconazole,1
1406,Fluconazole,1
1407,Fluconazole,1
1408,Métoclopramide,1
1409,Digoxine,1
1410,Digoxine,1
1411,Salbutamol,1
1412,Carvédilol,1
1413,Carvédilol,1
1414,Carvédilol,1
1415,Carvédilol,1
1416,Diltiazem,1
1417,Carbimazole,1
1418,Diosmine,1
1419,Amlodipine,1
1420,Amlodipine,1
1421,Amlodipine,1
1422,Amlodipine,1
1423,Losartan,1
1423,Hydrochlorothiazide,2
1424,Losartan,1
1424,Hydrochlorothiazide,2
1425,Propofol,1
1426,Betamethasone,1
1427,Bethamethasone,1
1427,Acide salicylique,2
1428,Betamethasone,1
1429,Betamethasone,1
1430,Betamethasone,1
1431,Betamethasone,1
1432,Dipropionate de Bétaméthasone,1
1432,bétaméthasone (phosphate disodique de),2
1433,Capecitabine,1
1434,Phloroglucinol,1
1435,Amoxicilline,1
1436,Amoxicilline,1
1437,Amoxicilline,1
1438,Amoxicilline,1
1439,Amoxicilline,1
1440,Amoxicilline,1
1441,Xipamide,1
1442,Indapamide,1
1443,Hydrochlorothiazide,1
1444,Paroxétine,1
1445,Paroxétine,1
1446,Diclofénac,1
1447,Dobutamine,1
1448,Docetaxel,1
1449,Docetaxel,1
1450,Docetaxel,1
1451,Docetaxel,1
1452,Docetaxel,1
1453,Docétaxel,1
1454,Docétaxel,1
1455,Extrait de propolis et de plantes,1
1456,Actifs naturels ( Extrait fluide de thym),1
1457,Sulpiride,1
1458,Sulpiride,1
1459,Paracetamol,1
1459,Cafeine,2
1459,Promethazine,3
1460,Paracétamol,1
1461,Étoricoxib,1
1462,Étoricoxib,1
1463,Étoricoxib,1
1464,Étoricoxib,1
1465,Étoricoxib,1
1466,Ibuprofene,1
1467,Ibuprofene,1
1468,Ibuprofene,1
1469,ARACETAMOL,1
1469,ACIDE ASCORBIQUE,2
1469,PHENIRAMINE,3
1470,Paracétamol,1
1471,Paracétamol,1
1472,Paracétamol,1
1473,Paracétamol,1
1474,Paracétamol,1
1475,Paracétamol,1
1476,Paracétamol,1
1477,Paracétamol,1
1478,Paracétamol,1
1479,Paracétamol,1
1480,Paracétamol,1
1481,Paracétamol,1
1482,Paracétamol,1
1483,Paracétamol,1
1484,Paracétamol,1
1485,Paracetamol,1
1485,Acide Ascorbique,2
1486,Paracetamol,1
1486,Pseudoephedrine,2
1486,Acide ascorbique,3
1487,Extrait de valeriana officinalis,1
1487,Extrait de Chamomilla recutita,2
1487,Extrait de propolis cera,3
1488,Paracétamol,1
1489,Paracétamol,1
1490,Paracétamol,1
1491,Paracétamol,1
1492,Paracétamol,1
1493,Paracétamol,1
1494,Paracétamol,1
1495,Paracétamol,1
1496,Paracétamol,1
1497,Paracétamol,1
1498,Paracétamol,1
1499,Paracétamol,1
1500,Paracétamol,1
1501,Paracétamol,1
1502,Paracétamol,1
1503,Paracétamol,1
1504,Amlodipine,1
1505,Amlodipine,1
1506,Amlodipine,1
1507,Almlodipine,1
1508,Tramadol,1
1508,Paracétamol,2
1509,Dompéridone,1
1510,Dompéridone,1
1511,Glucosamine,1
1512,Donépézil,1
1513,Donépézil,1
1514,Spiramycine,1
1515,Spiramycine,1
1516,Donépézil,1
1517,Donépézil,1
1518,Donépézil,1
1519,Donépézil,1
1520,Dorzolamide,1
1521,Valériane,1
1521,Escholtzia,2
1521,Passiflore,3
1521,Aubépine,4
1521,Tilleul,5
1521,Camomille,6
1522,Valériane,1
1522,Escholtzia,2
1522,Passiflore,3
1522,Aubépine,4
1522,Tilleul,5
1522,Camomille,6
1523,Dorzolamide,1
1524,Dorzolamide,1
1524,Timolol,2
1525,Vitamine D3,1
1526,Cabergoline,1
1527,Cabergoline,1
1528,Gadoterique Acide,1
1529,Oxyde de zinc,1
1529,Vitamine,2
1529,Vitamine D,3
1530,Oxyde de zinc,1
1530,Vitamine,2
1530,Vitamine D,3
1531,Ténoxicam,1
1532,Ténoxicam,1
1533,Doxycycline,1
1534,Doxycycline,1
1535,Doxycycline,1
1536,Donépezil,1
1537,Donépezil,1
1538,Donépézil,1
1539,Donépézil,1
1549,Drotavérine,1
1550,Drotavérine,1
1551,Dorzolamide,1
1551,Sous forme de chlorhydrate de dorzolamide,2
1551,Timolol,3
1551,Sous forme de maléate de timolol,4
1552,Paracétamol,1
1552,thiocolchicoside,2
1553,Duloxétine,1
1554,Duloxétine,1
1555,"Vaccin Diphtérique, Tétanique et Poliomyélitique Inactivé Adsorbé",1
1556,ACTIFS NATURELS,1
1557,Travoprost,1
1557,Timolol,2
1558,Paracetamol,1
1558,Thiocolchicoside,2
1559,Lactulose,1
1560,Dydrogesterone,1
1561,Dydrogesterone,1
1562,Calcium,1
1562,vitamine D3,2
1563,Furosemide,1
1564,Furosemide,1
1565,Fentanyl,1
1566,Fentanyl,1
1567,Mebeverine,1
1568,Dutastértide,1
1569,Réglisse,1
1569,Guarana,2
1569,Ginseng,3
1569,Eleuthérocoque,4
1570,Réglisse,1
1570,Guarana,2
1570,Ginseng,3
1570,Eleuthérocoque,4
1571,Fénugrec plus 14 vitamines er minéraux essentiels,1
1572,Clostridium botulinum type A,1
1573,Clostridium botulinum type A,1
1574,Extrait de propolis et de plantes,1
1575,Methylprednisolone,1
1576,Eau pour préparation injectable,1
1577,Eau pour préparation injectable,1
1578,Eau pour préparation injectable,1
1579,Mémantine,1
1580,Mémantine,1
1581,ULIPRISTAL,1
1582,Amoxicilline,1
1582,Acide clavulanique,2
1583,Amoxicilline,1
1583,Acide clavulanique,2
1584,Amoxicilline,1
1584,Acide clavulanique,2
1585,Amoxicilline,1
1585,Acide clavulanique,2
1586,Amoxicilline,1
1586,Acide clavulanique,2
1587,Amoxicilline,1
1587,Acide clavulanique,2
1588,Amoxicilline,1
1588,Acide clavulanique,2
1589,Amoxicilline,1
1589,Acide clavulanique,2
1590,Azilsartan,1
1591,Azilsartan,1
1592,AZILSARTAN MEDOXOMIL,1
1592,CHLORTHALIDONE,2
1593,AZILSARTAN MEDOXOMIL,1
1593,CHLORTHALIDONE,2
1594,Paracétamol,1
1594,Caféine,2
1595,Paracétamol,1
1596,Paracétamol,1
1597,Paracetamol,1
1597,Acide Ascorbique,2
1598,Venlafaxine,1
1599,Venlafaxine,1
1600,Hydrocortisone,1
1601,Hydrocortisone,1
1602,Prednisolone,1
1603,Prednisolone,1
1604,Prednisolone,1
1605,Etiléfrine,1
1606,Pidolate de calcium,1
1607,Lévofloxacine,1
1608,"Rétinol palmitate (3600 UI) , Thiamine chlorhydrate (1.6 mg) , Riboflavine (vitamine B2, E101) (1.8 mg) , Nicotinamide (19 mg) , Pantothénate calcique (10 mg) , Pyridoxine chlorhydrate (2.6 mg) , Biotine (200 mcg) , Acide folique (800 mcg) , Cyanocobalamine (Vitamine B12) (4 mcg) , Acide ascorbique (vitamine C, E300) (100 mg) , Cholécalciférol (Vitamine D3) (500 UI) , Tocophérol acétate DL-alfa (15 mg) , Calcium (125 mg) , Cuivre (1 mg) , Fer(II) (60 mg) , Magnésium (100 mg) , Manganèse (1 mg) , Phosphore (125 mg) , Zinc (7.5 mg)",1
1609,Apixaban,1
1610,Apixaban,1
1611,Apixaban,1
1612,Apixaban,1
1613,Apixaban,1
1614,Ulipristal,1
1615,Dasatinib,1
1616,Dasatinib,1
1617,Chlorhexidine,1
1617,Chlorobutanol,2
1618,Hyaluronate de sodium,1
1619,Hyaluronate de sodium,1
1620,Éthynylestradiol,1
1620,Chlormadinone,2
1621,Soluté concentré bicarbonaté,1
1623,"Sucralfate, beurre de cacao, lanoline (origine végétale), vaseline blanche, cire d'abeille blanche, eau purifiée, caprilyl glycol, extrait de calendula, extrait de camomille, extrait de feuille d'hamamélis.",1
1624,Etanercept,1
1625,Etanercept,1
1626,Etanercept,1
1627,Fer,1
1628,Dienogest,1
1629,Cyclophosphamide,1
1630,Cyclophosphamide,1
1631,Cyclophosphamide,1
1632,Cyclophosphamide,1
1633,Etanercept,1
